3,1,12
4,2,5.997
5,3,6.009
6,4,5.991
7,5,12.002
8,6,6
9,7,6.007
10,8,5.993
11,9,6.001
12,10,12.001
13,11,6.002
14,12,12.001
15,13,17.996
16,14,11.999
17,15,6.009
17,16,6.009
18,17,5.99
19,18,5.998
20,19,6.004
21,20,17.999
22,21,6.001
23,22,12
24,23,5.996
25,24,42.004
26,25,12
27,26,6.009
28,27,5.991
29,28,12
